1.008900000000000075e-02,2.999999999999999889e-02,-2.999999999999999889e-02,6.867000000000006432e-01,3.799999999999999906e-02
1.049300000000000059e-02,2.000000000000000042e-02,-2.999999999999999889e-02,4.905000000000004357e-01,3.400000000000000244e-02
3.033299999999999885e-02,2.999999999999999889e-02,-2.000000000000000042e-02,6.867000000000006432e-01,3.599999999999999728e-02
3.129300000000000137e-02,2.999999999999999889e-02,-2.000000000000000042e-02,4.905000000000004357e-01,3.799999999999999906e-02
3.148900000000000310e-02,4.000000000000000083e-02,-1.000000000000000021e-02,4.905000000000004357e-01,3.899999999999999994e-02
3.162500000000000033e-02,2.999999999999999889e-02,-1.000000000000000021e-02,4.905000000000004357e-01,3.500000000000000333e-02
3.219700000000000339e-02,2.999999999999999889e-02,-2.999999999999999889e-02,7.848000000000007192e-01,3.500000000000000333e-02
3.087099999999999914e-02,2.999999999999999889e-02,-1.000000000000000021e-02,6.867000000000006432e-01,3.699999999999999817e-02
3.156799999999999884e-02,4.000000000000000083e-02,-2.999999999999999889e-02,6.867000000000006432e-01,3.799999999999999906e-02
3.176699999999999663e-02,4.000000000000000083e-02,-1.000000000000000021e-02,5.886000000000005672e-01,3.599999999999999728e-02
3.172300000000000120e-02,2.999999999999999889e-02,-1.000000000000000021e-02,6.867000000000006432e-01,3.400000000000000244e-02
3.118500000000000091e-02,4.000000000000000083e-02,-4.000000000000000083e-02,1.177200000000001134e+00,3.599999999999999728e-02
3.118800000000000044e-02,4.000000000000000083e-02,-2.999999999999999889e-02,6.867000000000006432e-01,3.500000000000000333e-02
3.171299999999999814e-02,5.000000000000000278e-02,2.000000000000000042e-02,6.867000000000006432e-01,3.400000000000000244e-02
3.141499999999999848e-02,2.999999999999999889e-02,-2.000000000000000042e-02,6.867000000000006432e-01,3.599999999999999728e-02
3.174500000000000238e-02,1.000000000000000021e-02,-4.000000000000000083e-02,5.886000000000005672e-01,3.699999999999999817e-02
3.141900000000000248e-02,2.999999999999999889e-02,-5.000000000000000278e-02,6.867000000000006432e-01,3.699999999999999817e-02
3.114099999999999854e-02,2.999999999999999889e-02,4.000000000000000083e-02,5.886000000000005672e-01,3.799999999999999906e-02
3.184900000000000231e-02,7.000000000000000666e-02,4.000000000000000083e-02,7.848000000000007192e-01,3.799999999999999906e-02
3.143300000000000261e-02,2.999999999999999889e-02,-5.000000000000000278e-02,8.829000000000007953e-01,3.599999999999999728e-02
3.186800000000000049e-02,4.000000000000000083e-02,-4.000000000000000083e-02,3.924000000000003596e-01,3.799999999999999906e-02
3.136099999999999999e-02,-0.000000000000000000e+00,-1.400000000000000133e-01,1.667699999999999294e+00,3.799999999999999906e-02
3.161800000000000027e-02,2.999999999999999889e-02,-1.000000000000000021e-02,2.158199999999999896e+00,3.899999999999999994e-02
3.160999999999999921e-02,4.000000000000000083e-02,2.999999999999999889e-02,2.354400000000000048e+00,4.499999999999999833e-02
3.135099999999999693e-02,7.000000000000000666e-02,-0.000000000000000000e+00,3.041100000000000581e+00,5.299999999999999850e-02
3.128199999999999731e-02,1.300000000000000044e-01,-1.100000000000000006e-01,3.531600000000000961e+00,6.900000000000000577e-02
3.171500000000000014e-02,1.000000000000000056e-01,-2.000000000000000042e-02,3.237300000000000733e+00,7.599999999999999811e-02
3.197500000000000342e-02,1.400000000000000133e-01,1.000000000000000021e-02,3.041100000000000581e+00,9.299999999999999933e-02
3.122700000000000128e-02,1.499999999999999944e-01,1.000000000000000021e-02,1.961999999999999744e+00,1.039999999999999952e-01
3.189100000000000268e-02,8.999999999999999667e-02,-1.199999999999999956e-01,6.867000000000006432e-01,1.199999999999999956e-01
3.143499999999999767e-02,1.600000000000000033e-01,-5.000000000000000278e-02,1.667699999999999294e+00,1.400000000000000133e-01
3.160199999999999815e-02,1.799999999999999933e-01,2.000000000000000042e-02,5.886000000000005672e-01,1.570000000000000007e-01
3.160999999999999921e-02,1.499999999999999944e-01,4.000000000000000083e-02,-4.905000000000004357e-01,1.739999999999999880e-01
3.176699999999999663e-02,1.199999999999999956e-01,-1.100000000000000006e-01,-8.828999999999996851e-01,1.900000000000000022e-01
3.163699999999999846e-02,1.499999999999999944e-01,-1.000000000000000021e-02,-8.828999999999996851e-01,2.059999999999999887e-01
3.153399999999999953e-02,1.700000000000000122e-01,-4.000000000000000083e-02,3.924000000000003596e-01,2.210000000000000020e-01
3.143300000000000261e-02,1.400000000000000133e-01,-1.000000000000000021e-02,-8.828999999999996851e-01,2.399999999999999911e-01
3.160999999999999921e-02,1.499999999999999944e-01,-1.000000000000000021e-02,-8.828999999999996851e-01,2.560000000000000053e-01
3.171899999999999720e-02,2.099999999999999922e-01,1.000000000000000021e-02,-1.962000000000001798e-01,2.710000000000000187e-01
3.209800000000000153e-02,2.200000000000000011e-01,-0.000000000000000000e+00,-2.943000000000002836e-01,2.849999999999999756e-01
3.150900000000000228e-02,1.600000000000000033e-01,-4.000000000000000083e-02,-4.905000000000004357e-01,2.949999999999999845e-01
3.166999999999999676e-02,1.799999999999999933e-01,-5.000000000000000278e-02,-7.847999999999996090e-01,2.989999999999999880e-01
3.135600000000000193e-02,2.500000000000000000e-01,-0.000000000000000000e+00,9.810000000000008713e-01,2.989999999999999880e-01
3.148600000000000010e-02,1.799999999999999933e-01,1.000000000000000021e-02,-2.943000000000002836e-01,3.049999999999999933e-01
3.141700000000000048e-02,1.300000000000000044e-01,-8.999999999999999667e-02,-1.962000000000001798e-01,3.039999999999999925e-01
3.213200000000000084e-02,1.400000000000000133e-01,4.000000000000000083e-02,2.943000000000002836e-01,3.099999999999999978e-01
3.155399999999999872e-02,1.000000000000000056e-01,-8.999999999999999667e-02,9.810000000000008991e-02,3.109999999999999987e-01
3.155700000000000172e-02,8.999999999999999667e-02,2.999999999999999889e-02,3.924000000000003596e-01,3.180000000000000049e-01
3.193599999999999911e-02,1.000000000000000056e-01,1.100000000000000006e-01,5.886000000000005672e-01,3.250000000000000111e-01
3.118100000000000038e-02,1.100000000000000006e-01,8.999999999999999667e-02,9.810000000000008713e-01,3.340000000000000191e-01
3.205500000000000016e-02,1.100000000000000006e-01,8.000000000000000167e-02,2.943000000000002836e-01,3.370000000000000218e-01
3.162500000000000033e-02,8.000000000000000167e-02,1.199999999999999956e-01,0.000000000000000000e+00,3.439999999999999725e-01
3.116100000000000120e-02,8.000000000000000167e-02,2.399999999999999911e-01,9.810000000000008991e-02,3.499999999999999778e-01
3.147500000000000298e-02,8.999999999999999667e-02,2.500000000000000000e-01,-9.810000000000008991e-02,3.579999999999999849e-01
3.154799999999999965e-02,8.000000000000000167e-02,1.499999999999999944e-01,-3.924000000000003596e-01,3.579999999999999849e-01
3.215400000000000202e-02,5.999999999999999778e-02,1.300000000000000044e-01,-1.962000000000001798e-01,3.619999999999999885e-01
3.183199999999999918e-02,1.000000000000000056e-01,2.000000000000000111e-01,3.924000000000003596e-01,3.609999999999999876e-01
3.150399999999999728e-02,1.000000000000000056e-01,2.200000000000000011e-01,-9.810000000000008991e-02,3.659999999999999920e-01
3.179300000000000181e-02,8.999999999999999667e-02,1.700000000000000122e-01,1.962000000000001798e-01,3.719999999999999973e-01
3.160600000000000215e-02,1.000000000000000056e-01,1.199999999999999956e-01,9.810000000000008991e-02,3.699999999999999956e-01
3.173900000000000332e-02,1.000000000000000056e-01,1.100000000000000006e-01,0.000000000000000000e+00,3.729999999999999982e-01
3.169899999999999801e-02,8.999999999999999667e-02,1.400000000000000133e-01,9.810000000000008991e-02,3.760000000000000009e-01
3.163699999999999846e-02,1.100000000000000006e-01,7.000000000000000666e-02,2.943000000000002836e-01,3.739999999999999991e-01
3.146899999999999697e-02,8.000000000000000167e-02,8.999999999999999667e-02,-1.962000000000001798e-01,3.780000000000000027e-01
3.153399999999999953e-02,8.999999999999999667e-02,4.000000000000000083e-02,1.962000000000001798e-01,3.750000000000000000e-01
3.180000000000000188e-02,1.100000000000000006e-01,8.000000000000000167e-02,6.867000000000006432e-01,3.750000000000000000e-01
3.158600000000000296e-02,8.999999999999999667e-02,8.000000000000000167e-02,6.867000000000006432e-01,3.790000000000000036e-01
3.191299999999999693e-02,1.100000000000000006e-01,5.000000000000000278e-02,8.829000000000007953e-01,3.820000000000000062e-01
3.139999999999999736e-02,1.100000000000000006e-01,7.000000000000000666e-02,7.848000000000007192e-01,3.830000000000000071e-01
3.145900000000000085e-02,1.000000000000000056e-01,4.000000000000000083e-02,3.924000000000003596e-01,3.870000000000000107e-01
3.225499999999999895e-02,1.199999999999999956e-01,5.999999999999999778e-02,9.810000000000008991e-02,3.870000000000000107e-01
3.089799999999999838e-02,1.100000000000000006e-01,2.999999999999999889e-02,6.867000000000006432e-01,3.900000000000000133e-01
